"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"416","OR,CATHERINE, DELMORE,KAYLA, HEYER,ALLIE, PROUTY,ANNA, GIBBS,SAVANNAH","22 21 5 20 4",3,1,2,37,2,4,31,0,2,0,0,0,4,"pitt.-greensburg","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"417","OR,CATHERINE, DELMORE,KAYLA, HEYER,ALLIE, ARIAS,AVA, CARLIN,BETHANY","22 21 5 24 02",4,3,3,77,0,4,33,0,2,2,4,4,4,"pitt.-greensburg","ARIAS,AVA CARLIN,BETHANY DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE"
"418","LIGOTTI,PIPER, DELMORE,KAYLA, HEYER,ALLIE, ARIAS,AVA, CARLIN,BETHANY","3 21 5 24 02",4,4,4,137,5,9,37,1,5,0,3,4,4,"pitt.-greensburg","ARIAS,AVA CARLIN,BETHANY DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER"
"419","LIGOTTI,PIPER, DELMORE,KAYLA, HEYER,ALLIE, PROUTY,ANNA, CARLIN,BETHANY","3 21 5 20 02",3,5,4,162,9,0,41,1,4,0,2,5,4,"pitt.-greensburg","CARLIN,BETHANY DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER PROUTY,ANNA"
"420","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","3 4 10 21 24",4,17,17,498,6,22,0,5,17,1,11,17,1,"pitt.-greensburg2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"421","HEYER,ALLIE, MATSKO,MEGAN, JOSEPH,JAMIE, DELMORE,KAYLA, ARIAS,AVA","5 13 32 21 24",4,2,2,53,0,2,16,0,3,0,2,3,1,"pitt.-greensburg2","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE JOSEPH,JAMIE MATSKO,MEGAN"
"422","HEYER,ALLIE, MATSKO,MEGAN, JOSEPH,JAMIE, CHINTALA,ANISHA, LAFOND,LIV","5 13 32 10 34",4,3,5,126,2,3,18,1,2,0,1,2,1,"pitt.-greensburg2","CHINTALA,ANISHA HEYER,ALLIE JOSEPH,JAMIE LAFOND,LIV MATSKO,MEGAN"
"423","HEYER,ALLIE, MATSKO,MEGAN, GIBBS,SAVANNAH, CHINTALA,ANISHA, LAFOND,LIV","5 13 4 10 34",4,3,2,63,0,0,19,0,1,0,1,2,2,"pitt.-greensburg2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"424","HEYER,ALLIE, MATSKO,MEGAN, GIBBS,SAVANNAH, DELMORE,KAYLA, LAFOND,LIV","5 13 4 21 34",4,1,2,61,0,4,19,0,2,0,1,1,2,"pitt.-greensburg2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"425","HEYER,ALLIE, MATSKO,MEGAN, GIBBS,SAVANNAH, DELMORE,KAYLA, CARLIN,BETHANY","5 13 4 21 02",3,4,4,98,0,5,23,2,2,2,2,3,2,"pitt.-greensburg2","CARLIN,BETHANY DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"426","HEYER,ALLIE, GLOWASKY,SAM, GIBBS,SAVANNAH, DELMORE,KAYLA, CARLIN,BETHANY","5 11 4 21 02",3,0,0,12,0,0,28,0,0,0,0,1,2,"pitt.-greensburg2","CARLIN,BETHANY DELMORE,KAYLA GIBBS,SAVANNAH GLOWASKY,SAM HEYER,ALLIE"
"427","NAMBISAN,ISHA, GLOWASKY,SAM, GIBBS,SAVANNAH, DELMORE,KAYLA, CARLIN,BETHANY","23 11 4 21 02",3,3,3,97,0,7,28,0,4,1,4,4,2,"pitt.-greensburg2","CARLIN,BETHANY DELMORE,KAYLA GIBBS,SAVANNAH GLOWASKY,SAM NAMBISAN,ISHA"
"428","NAMBISAN,ISHA, GLOWASKY,SAM, PROUTY,ANNA, DELMORE,KAYLA, CARLIN,BETHANY","23 11 20 21 02",3,3,3,148,5,0,35,2,3,0,1,4,2,"pitt.-greensburg2","CARLIN,BETHANY DELMORE,KAYLA GLOWASKY,SAM NAMBISAN,ISHA PROUTY,ANNA"
"429","NAMBISAN,ISHA, GLOWASKY,SAM, PROUTY,ANNA, DELMORE,KAYLA, JOSEPH,JAMIE","23 11 20 21 32",3,2,2,44,1,2,30,0,1,0,1,1,2,"pitt.-greensburg2","DELMORE,KAYLA GLOWASKY,SAM JOSEPH,JAMIE NAMBISAN,ISHA PROUTY,ANNA"
"430","CHINTALA,ANISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH, DELMORE,KAYLA, ARIAS,AVA","10 3 4 21 24",4,6,6,168,4,0,31,2,5,0,5,8,3,"pitt.-greensburg2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"431","HEYER,ALLIE, LIGOTTI,PIPER, GIBBS,SAVANNAH, DELMORE,KAYLA, ARIAS,AVA","5 3 4 21 24",4,2,1,37,0,0,27,1,1,0,1,2,3,"pitt.-greensburg2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"432","HEYER,ALLIE, LIGOTTI,PIPER, GIBBS,SAVANNAH, DELMORE,KAYLA, LAFOND,LIV","5 3 4 21 34",4,3,4,139,3,2,27,2,4,0,1,5,3,"pitt.-greensburg2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"433","HEYER,ALLIE, MATSKO,MEGAN, GIBBS,SAVANNAH, DELMORE,KAYLA, LAFOND,LIV","5 13 4 21 34",4,3,3,98,6,3,26,1,2,0,2,3,3,"pitt.-greensburg2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"434","HEYER,ALLIE, MATSKO,MEGAN, GIBBS,SAVANNAH, CHINTALA,ANISHA, LAFOND,LIV","5 13 4 10 34",4,3,2,60,0,0,23,2,2,0,2,4,3,"pitt.-greensburg2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"435","HEYER,ALLIE, MATSKO,MEGAN, PROUTY,ANNA, CHINTALA,ANISHA, ARIAS,AVA","5 13 20 10 24",4,4,5,156,4,5,23,2,3,0,4,6,3,"pitt.-greensburg2","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN PROUTY,ANNA"
"436","HEYER,ALLIE, NAMBISAN,ISHA, PROUTY,ANNA, DELMORE,KAYLA, ARIAS,AVA","5 23 20 21 24",4,4,5,123,2,4,24,0,4,2,1,4,4,"pitt.-greensburg2","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"437","LIGOTTI,PIPER, NAMBISAN,ISHA, GIBBS,SAVANNAH, DELMORE,KAYLA, ARIAS,AVA","3 23 4 21 24",4,5,4,142,1,7,26,2,4,0,3,4,4,"pitt.-greensburg2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA"
"438","LIGOTTI,PIPER, NAMBISAN,ISHA, CARLIN,BETHANY, DELMORE,KAYLA, ARIAS,AVA","3 23 02 21 24",4,1,1,41,0,0,32,0,1,0,0,2,4,"pitt.-greensburg2","ARIAS,AVA CARLIN,BETHANY DELMORE,KAYLA LIGOTTI,PIPER NAMBISAN,ISHA"
"439","LIGOTTI,PIPER, NAMBISAN,ISHA, CARLIN,BETHANY, GLOWASKY,SAM, JOSEPH,JAMIE","3 23 02 11 32",3,9,9,236,8,4,32,2,7,0,2,8,4,"pitt.-greensburg2","CARLIN,BETHANY GLOWASKY,SAM JOSEPH,JAMIE LIGOTTI,PIPER NAMBISAN,ISHA"
"440","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,9,9,289,3,4,0,3,11,0,9,17,1,"rochester","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"441","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, LAFOND,LIV","3 4 10 21 34",4,1,2,47,0,2,1,0,2,0,1,2,1,"rochester","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER"
"442","LIGOTTI,PIPER, BLACK,AVA, CHINTALA,ANISHA, DELMORE,KAYLA, LAFOND,LIV","3 1 10 21 34",4,4,3,91,3,0,3,1,4,0,2,5,1,"rochester","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA LAFOND,LIV LIGOTTI,PIPER"
"443","MATSKO,MEGAN, GIBBS,SAVANNAH, OR,CATHERINE, DELMORE,KAYLA, LAFOND,LIV","13 4 22 21 34",4,2,3,96,3,0,0,1,2,0,1,3,1,"rochester","DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"444","MATSKO,MEGAN, GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, ARIAS,AVA","13 4 22 5 24",4,3,2,77,5,4,-3,0,2,0,1,2,1,"rochester","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"445","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, ARIAS,AVA","3 4 22 5 24",4,3,3,78,2,2,-4,0,2,0,1,2,2,"rochester","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"446","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, ARIAS,AVA","3 4 22 10 24",4,5,5,159,9,3,-4,3,6,0,4,7,2,"rochester","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"447","MATSKO,MEGAN, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, DELMORE,KAYLA","13 4 22 10 21",4,1,2,78,2,5,-10,1,3,0,1,1,2,"rochester","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"448","MATSKO,MEGAN, GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, DELMORE,KAYLA","13 4 22 5 21",4,9,9,285,9,14,-7,4,7,2,3,10,2,"rochester","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"449","CHINTALA,ANISHA, GIBBS,SAVANNAH, OR,CATHERINE, LIGOTTI,PIPER, ARIAS,AVA","10 4 22 3 24",4,5,5,168,2,4,-2,2,7,2,7,10,3,"rochester","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"450","CHINTALA,ANISHA, GIBBS,SAVANNAH, OR,CATHERINE, MATSKO,MEGAN, DELMORE,KAYLA","10 4 22 13 21",4,1,1,16,0,3,0,0,1,1,0,1,3,"rochester","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"451","CHINTALA,ANISHA, BLACK,AVA, OR,CATHERINE, MATSKO,MEGAN, DELMORE,KAYLA","10 1 22 13 21",4,1,0,16,3,0,3,0,0,0,0,0,3,"rochester","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA MATSKO,MEGAN OR,CATHERINE"
"452","CHINTALA,ANISHA, BLACK,AVA, OR,CATHERINE, ARIAS,AVA, DELMORE,KAYLA","10 1 22 24 21",4,2,4,82,2,6,0,1,4,0,0,0,3,"rochester","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA OR,CATHERINE"
"453","CHINTALA,ANISHA, BLACK,AVA, HEYER,ALLIE, ARIAS,AVA, DELMORE,KAYLA","10 1 5 24 21",4,5,5,140,2,4,4,1,6,0,6,8,3,"rochester","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE"
"454","CHINTALA,ANISHA, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, DELMORE,KAYLA","10 4 22 24 21",4,4,3,120,9,3,6,1,3,0,0,4,3,"rochester","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"455","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, HEYER,ALLIE","3 4 22 24 5",4,3,4,71,7,3,0,3,3,0,1,2,3,"rochester","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"456","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, CHINTALA,ANISHA","3 4 22 24 10",4,0,1,25,0,0,-4,0,1,0,0,1,4,"rochester","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"457","DELMORE,KAYLA, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, CHINTALA,ANISHA","21 4 22 24 10",4,5,5,170,7,4,-4,1,4,0,2,5,4,"rochester","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"458","DELMORE,KAYLA, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, HEYER,ALLIE","21 4 22 24 5",4,5,5,194,4,4,-7,3,5,2,4,8,4,"rochester","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"459","DELMORE,KAYLA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE","21 4 22 10 5",4,8,7,198,12,2,-7,2,6,0,1,6,4,"rochester","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"460","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,9,9,301,5,10,0,1,9,0,7,10,1,"rochester2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"461","BLACK,AVA, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","1 5 10 22 24",4,1,0,49,2,0,5,0,1,0,1,2,1,"rochester2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE"
"462","BLACK,AVA, HEYER,ALLIE, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","1 5 10 21 24",4,3,4,112,0,2,3,0,3,0,1,3,1,"rochester2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE"
"463","BLACK,AVA, HEYER,ALLIE, CHINTALA,ANISHA, DELMORE,KAYLA, MATSKO,MEGAN","1 5 10 21 13",4,5,5,102,4,3,5,0,1,2,3,3,1,"rochester2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN"
"464","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, MATSKO,MEGAN","4 5 22 21 13",4,6,5,157,5,6,4,4,5,0,3,8,1,"rochester2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"465","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, ARIAS,AVA","4 5 22 21 24",4,7,7,216,4,13,5,4,8,0,6,8,2,"rochester2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"466","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, LIGOTTI,PIPER, ARIAS,AVA","4 5 22 3 24",4,3,4,113,0,8,14,2,3,2,2,4,2,"rochester2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"467","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, ARIAS,AVA","4 5 22 21 24",4,1,1,22,0,2,22,0,0,2,0,0,2,"rochester2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"468","GIBBS,SAVANNAH, HEYER,ALLIE, LIGOTTI,PIPER, DELMORE,KAYLA, ARIAS,AVA","4 5 3 21 24",4,1,0,33,2,0,24,0,1,0,1,1,2,"rochester2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"469","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","4 5 10 21 24",4,2,3,95,0,2,22,1,4,0,3,6,2,"rochester2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"470","GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","4 3 10 22 24",4,10,9,229,8,12,24,0,8,0,5,8,3,"rochester2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"471","GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA","4 3 5 22 24",4,0,1,5,0,0,28,0,0,0,0,0,3,"rochester2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"472","GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN","4 3 5 22 13",4,3,2,102,3,0,28,0,1,0,1,3,3,"rochester2","GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"473","DELMORE,KAYLA, BLACK,AVA, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN","21 1 5 22 13",4,2,2,76,1,4,25,0,2,0,1,1,3,"rochester2","BLACK,AVA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"474","DELMORE,KAYLA, BLACK,AVA, HEYER,ALLIE, CHINTALA,ANISHA, MATSKO,MEGAN","21 1 5 10 13",4,2,2,42,3,0,28,1,1,0,0,2,3,"rochester2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN"
"475","OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, MATSKO,MEGAN","22 4 5 10 13",4,0,0,22,0,0,25,1,3,0,3,3,3,"rochester2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"476","OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, ARIAS,AVA","22 4 5 10 24",4,2,3,88,0,5,25,2,4,0,2,4,3,"rochester2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"477","OR,CATHERINE, GIBBS,SAVANNAH, DELMORE,KAYLA, CHINTALA,ANISHA, ARIAS,AVA","22 4 21 10 24",4,1,2,55,0,0,30,0,2,0,1,3,3,"rochester2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"478","OR,CATHERINE, GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE, ARIAS,AVA","22 4 21 5 24",4,10,9,294,4,5,30,2,8,2,6,12,4,"rochester2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"479","OR,CATHERINE, BLACK,AVA, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","22 1 10 5 24",4,0,1,36,0,2,31,1,1,2,2,3,4,"rochester2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE"
"480","OR,CATHERINE, BLACK,AVA, CHINTALA,ANISHA, HEYER,ALLIE, MATSKO,MEGAN","22 1 10 5 13",4,3,2,81,0,2,33,1,3,0,2,5,4,"rochester2","BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"481","JOSEPH,JAMIE, GLOWASKY,SAM, PRASAD,ANIKA, DELMORE,KAYLA, MATSKO,MEGAN","32 11 30 21 13",4,4,4,170,0,2,35,1,4,0,6,9,4,"rochester2","DELMORE,KAYLA GLOWASKY,SAM JOSEPH,JAMIE MATSKO,MEGAN PRASAD,ANIKA"
"482","BLACK,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, MATSKO,MEGAN, OR,CATHERINE","1 4 10 13 22",3,8,9,316,6,4,0,1,7,0,5,13,1,"washington & jefferson","BLACK,AVA CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"483","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, MATSKO,MEGAN, OR,CATHERINE","24 4 10 13 22",4,3,2,90,0,2,-2,2,4,0,3,4,1,"washington & jefferson","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"484","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, LIGOTTI,PIPER, OR,CATHERINE","24 4 10 3 22",4,10,10,365,8,13,0,3,12,1,8,13,1,"washington & jefferson","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"485","LAFOND,LIV, GIBBS,SAVANNAH, CHINTALA,ANISHA, LIGOTTI,PIPER, OR,CATHERINE","34 4 10 3 22",4,6,5,172,9,4,5,1,4,4,4,8,2,"washington & jefferson","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"486","LAFOND,LIV, BLACK,AVA, MATSKO,MEGAN, LIGOTTI,PIPER, OR,CATHERINE","34 1 13 3 22",4,2,2,110,0,4,0,1,3,0,3,5,2,"washington & jefferson","BLACK,AVA LAFOND,LIV LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"487","HEYER,ALLIE, BLACK,AVA, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE","5 1 4 3 22",3,4,3,111,4,0,4,2,4,2,2,5,2,"washington & jefferson","BLACK,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"488","HEYER,ALLIE, ARIAS,AVA, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE","5 24 4 3 22",4,2,3,36,2,3,0,1,1,0,1,1,2,"washington & jefferson","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"489","CHINTALA,ANISHA, MATSKO,MEGAN, GIBBS,SAVANNAH, ARIAS,AVA, OR,CATHERINE","10 13 4 24 22",4,5,5,169,7,0,1,2,4,0,3,8,3,"washington & jefferson","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"490","CHINTALA,ANISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH, LAFOND,LIV, OR,CATHERINE","10 3 4 34 22",4,4,7,171,7,9,-6,2,7,0,0,4,3,"washington & jefferson","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"491","CHINTALA,ANISHA, BLACK,AVA, HEYER,ALLIE, LAFOND,LIV, OR,CATHERINE","10 1 5 34 22",4,2,3,71,2,0,-4,0,3,0,1,3,3,"washington & jefferson","BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"492","CHINTALA,ANISHA, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, DELMORE,KAYLA","10 4 5 34 21",4,3,4,189,8,6,-6,0,5,1,2,5,3,"washington & jefferson","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV"
"493","CHINTALA,ANISHA, GIBBS,SAVANNAH, MATSKO,MEGAN, LAFOND,LIV, OR,CATHERINE","10 4 13 34 22",4,4,5,154,3,2,-8,0,5,0,2,6,4,"washington & jefferson","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"494","LIGOTTI,PIPER, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, OR,CATHERINE","3 4 5 34 22",4,4,3,129,5,2,-9,1,3,2,3,6,4,"washington & jefferson","GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"495","LIGOTTI,PIPER, GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, BLACK,AVA","3 4 5 10 1",3,1,0,15,2,0,-12,0,0,0,0,0,4,"washington & jefferson","BLACK,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"496","DELMORE,KAYLA, GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, BLACK,AVA","21 4 5 10 1",3,6,8,197,4,9,-14,2,8,4,5,9,4,"washington & jefferson","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"497","OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, CHINTALA,ANISHA","22 4 5 34 10",4,2,3,105,3,2,-9,1,2,0,1,2,4,"washington & jefferson","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"498","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,5,5,185,9,4,0,2,5,1,0,4,1,"washu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"499","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, BLACK,AVA","3 4 10 22 1",3,3,4,109,3,6,-5,0,3,0,0,1,1,"washu","BLACK,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"500","LIGOTTI,PIPER, ARIAS,AVA, CHINTALA,ANISHA, OR,CATHERINE, BLACK,AVA","3 24 10 22 1",4,3,3,57,0,2,-2,0,1,0,3,3,1,"washu","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE"
