"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"314","GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","4 3 10 33 22",4,3,4,135,2,2,7,1,2,0,0,1,2,"la roche","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"315","PROUTY,ANNA, LIGOTTI,PIPER, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","11 3 10 33 22",4,1,1,36,0,2,7,0,1,0,0,0,2,"la roche","CHINTALA,ANISHA LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"316","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","23 4 10 33 22",4,4,4,131,0,3,9,1,5,1,4,7,3,"la roche","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"317","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","15 4 10 33 22",3,10,9,251,8,13,12,2,8,6,3,6,3,"la roche","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"318","HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","5 4 10 33 22",4,1,2,90,4,4,17,0,1,3,0,4,3,"la roche","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"319","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","23 4 10 33 22",4,3,3,96,4,3,17,1,3,1,1,2,3,"la roche","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"320","ARIAS,AVA, LIGOTTI,PIPER, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","23 3 15 33 22",4,8,7,247,4,10,16,1,8,2,7,10,3,"la roche","ARIAS,AVA BANEY,PAYTON LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"321","TIMKO,NICOLE, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA","24 4 15 33 10",3,3,3,82,2,1,22,0,1,2,2,2,4,"la roche","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"322","TIMKO,NICOLE, GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE, CHINTALA,ANISHA","24 4 15 22 10",3,2,2,76,0,2,21,0,3,0,2,4,4,"la roche","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"323","TIMKO,NICOLE, GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE, HEYER,ALLIE","24 4 15 22 5",3,1,0,22,3,0,23,0,0,0,0,1,4,"la roche","BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"324","TIMKO,NICOLE, PROUTY,ANNA, PEPER,ANYA, OR,CATHERINE, HEYER,ALLIE","24 11 14 22 5",4,3,4,122,2,4,20,1,7,0,6,7,4,"la roche","HEYER,ALLIE OR,CATHERINE PEPER,ANYA PROUTY,ANNA TIMKO,NICOLE"
"325","LAFOND,LIV, PROUTY,ANNA, PEPER,ANYA, DELMORE,KAYLA, KATZ,JUSTINE","43 11 14 21 2",3,3,2,83,0,3,22,1,2,2,4,6,4,"la roche","DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV PEPER,ANYA PROUTY,ANNA"
"326","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 10 22 23 33",4,9,10,256,4,13,0,1,5,6,4,8,1,"muskingum","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"327","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, HEYER,ALLIE, TIMKO,NICOLE","15 10 22 5 24",4,4,3,54,2,4,9,0,2,0,1,1,1,"muskingum","BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"328","BANEY,PAYTON, LIGOTTI,PIPER, OR,CATHERINE, HEYER,ALLIE, TIMKO,NICOLE","15 3 22 5 24",4,3,3,87,0,2,11,1,2,2,3,5,1,"muskingum","BANEY,PAYTON HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"329","LAFOND,LIV, LIGOTTI,PIPER, OR,CATHERINE, HEYER,ALLIE, TIMKO,NICOLE","43 3 22 5 24",4,1,2,59,2,2,13,0,0,2,0,1,1,"muskingum","HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"330","LAFOND,LIV, LIGOTTI,PIPER, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","43 3 22 33 24",4,4,3,144,5,0,13,2,5,0,4,7,1,"muskingum","LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"331","LAFOND,LIV, CHINTALA,ANISHA, ARIAS,AVA, NAMBISAN,ISHA, TIMKO,NICOLE","43 10 23 33 24",4,2,1,77,3,0,8,1,4,0,3,5,2,"muskingum","ARIAS,AVA CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA TIMKO,NICOLE"
"332","LAFOND,LIV, CHINTALA,ANISHA, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","43 10 15 33 22",3,3,4,141,4,9,5,1,4,0,1,5,2,"muskingum","BANEY,PAYTON CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE"
"333","LAFOND,LIV, KATZ,JUSTINE, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","43 2 15 33 22",3,1,1,34,2,0,10,2,2,0,1,2,2,"muskingum","BANEY,PAYTON KATZ,JUSTINE LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE"
"334","TIMKO,NICOLE, KATZ,JUSTINE, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","24 2 15 33 22",4,6,5,223,8,9,8,3,5,2,4,5,2,"muskingum","BANEY,PAYTON KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"335","TIMKO,NICOLE, KATZ,JUSTINE, BANEY,PAYTON, HEYER,ALLIE, OR,CATHERINE","24 2 15 5 22",4,2,3,64,2,2,9,1,1,2,1,2,2,"muskingum","BANEY,PAYTON HEYER,ALLIE KATZ,JUSTINE OR,CATHERINE TIMKO,NICOLE"
"336","TIMKO,NICOLE, ARIAS,AVA, BANEY,PAYTON, HEYER,ALLIE, OR,CATHERINE","24 23 15 5 22",4,1,0,12,0,0,9,0,0,0,0,0,2,"muskingum","ARIAS,AVA BANEY,PAYTON HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"337","TIMKO,NICOLE, NAMBISAN,ISHA, BANEY,PAYTON, HEYER,ALLIE, OR,CATHERINE","24 33 15 5 22",4,1,2,45,0,2,9,1,1,2,0,1,2,"muskingum","BANEY,PAYTON HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"338","TIMKO,NICOLE, ARIAS,AVA, BANEY,PAYTON, HEYER,ALLIE, OR,CATHERINE","24 23 15 5 22",4,0,0,4,0,0,11,0,0,0,0,0,2,"muskingum","ARIAS,AVA BANEY,PAYTON HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"339","NAMBISAN,ISHA, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE","33 23 15 10 22",4,13,14,395,1,20,11,2,9,8,12,14,3,"muskingum","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"340","NAMBISAN,ISHA, TIMKO,NICOLE, BANEY,PAYTON, CHINTALA,ANISHA, LAFOND,LIV","33 24 15 10 43",3,5,4,156,2,6,30,1,3,2,4,5,3,"muskingum","BANEY,PAYTON CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA TIMKO,NICOLE"
"341","HEYER,ALLIE, TIMKO,NICOLE, LIGOTTI,PIPER, CHINTALA,ANISHA, LAFOND,LIV","5 24 3 10 43",4,2,3,73,3,4,34,1,1,6,1,2,3,"muskingum","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER TIMKO,NICOLE"
"342","HEYER,ALLIE, TIMKO,NICOLE, LIGOTTI,PIPER, PEPER,ANYA, LAFOND,LIV","5 24 3 14 43",4,0,-1,13,0,0,35,0,1,0,2,2,4,"muskingum","HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA TIMKO,NICOLE"
"343","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, LAFOND,LIV","5 2 3 14 43",4,1,1,37,2,0,35,1,1,0,0,2,4,"muskingum","HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"344","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, TIMKO,NICOLE","5 2 3 14 24",5,7,7,237,11,9,33,2,6,2,1,6,4,"muskingum","HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER PEPER,ANYA TIMKO,NICOLE"
"345","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, LAFOND,LIV","5 2 3 14 43",4,2,2,79,6,0,31,2,2,2,1,3,4,"muskingum","HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"346","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, ARIAS,AVA","5 2 3 14 23",5,4,5,109,3,7,25,2,4,2,3,5,4,"muskingum","ARIAS,AVA HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER PEPER,ANYA"
"347","HEYER,ALLIE, KATZ,JUSTINE, TIMKO,NICOLE, PEPER,ANYA, ARIAS,AVA","5 2 24 14 23",5,3,2,101,1,2,29,1,3,0,3,4,4,"muskingum","ARIAS,AVA HEYER,ALLIE KATZ,JUSTINE PEPER,ANYA TIMKO,NICOLE"
"348","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,5,5,164,9,0,0,0,1,0,0,1,1,"nyu","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"349","PEPER,ANYA, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","14 4 10 21 23",4,4,5,114,7,5,-9,0,3,1,1,3,1,"nyu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH PEPER,ANYA"
"350","PEPER,ANYA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","14 4 22 24 23",4,2,1,135,6,2,-11,2,4,0,3,4,1,"nyu","ARIAS,AVA GIBBS,SAVANNAH OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"351","DELMORE,KAYLA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","21 15 22 24 23",4,4,5,163,7,6,-15,2,4,2,2,4,1,"nyu","ARIAS,AVA BANEY,PAYTON DELMORE,KAYLA OR,CATHERINE TIMKO,NICOLE"
"352","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","33 15 22 24 23",4,7,4,160,7,4,-16,1,4,0,0,5,1,"nyu","ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"353","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","33 4 22 24 23",4,3,2,127,5,5,-19,1,2,1,1,1,2,"nyu","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"354","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, BANEY,PAYTON, CHINTALA,ANISHA","33 4 22 15 10",3,2,2,76,0,0,-19,0,0,1,1,3,2,"nyu","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"355","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, CHINTALA,ANISHA","33 4 22 23 10",4,5,5,173,11,4,-19,0,2,4,0,2,2,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"356","DELMORE,KAYLA, GIBBS,SAVANNAH, PEPER,ANYA, ARIAS,AVA, CHINTALA,ANISHA","21 4 14 23 10",4,2,2,62,0,1,-26,0,0,2,1,1,2,"nyu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH PEPER,ANYA"
"357","DELMORE,KAYLA, GIBBS,SAVANNAH, PEPER,ANYA, ARIAS,AVA, HEYER,ALLIE","21 4 14 23 5",4,1,0,26,2,0,-25,0,0,0,0,0,2,"nyu","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE PEPER,ANYA"
"358","OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA","22 4 15 33 10",3,8,7,215,9,0,-27,1,5,0,4,10,3,"nyu","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"359","OR,CATHERINE, PROUTY,ANNA, ARIAS,AVA, TIMKO,NICOLE, DELMORE,KAYLA","22 11 23 24 21",4,3,3,101,2,5,-36,1,2,2,2,3,3,"nyu","ARIAS,AVA DELMORE,KAYLA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"360","CHINTALA,ANISHA, PROUTY,ANNA, ARIAS,AVA, TIMKO,NICOLE, DELMORE,KAYLA","10 11 23 24 21",4,4,4,121,2,2,-33,0,3,0,0,2,3,"nyu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA PROUTY,ANNA TIMKO,NICOLE"
"361","CHINTALA,ANISHA, PROUTY,ANNA, ARIAS,AVA, NAMBISAN,ISHA, DELMORE,KAYLA","10 11 23 33 21",4,2,3,91,2,2,-33,0,2,0,1,2,3,"nyu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA NAMBISAN,ISHA PROUTY,ANNA"
"362","CHINTALA,ANISHA, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, PEPER,ANYA","10 4 15 33 14",3,2,2,72,3,2,-33,1,2,0,1,2,3,"nyu","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA PEPER,ANYA"
"363","OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, PEPER,ANYA","22 4 15 33 14",3,6,6,222,8,10,-34,2,5,0,1,2,4,"nyu","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"364","OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, LIGOTTI,PIPER","22 4 5 43 3",3,1,2,85,3,2,-32,0,3,0,1,3,4,"nyu","GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"365","DELMORE,KAYLA, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, LIGOTTI,PIPER","21 4 5 43 3",3,2,2,49,2,6,-33,1,3,1,2,2,4,"nyu","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"366","DELMORE,KAYLA, KATZ,JUSTINE, HEYER,ALLIE, LAFOND,LIV, LIGOTTI,PIPER","21 2 5 43 3",4,5,5,244,6,6,-29,1,6,1,3,7,4,"nyu","DELMORE,KAYLA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER"
"367","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,9,9,326,15,5,0,2,5,2,3,8,1,"nyu2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"368","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 10 22 24",4,4,3,149,5,2,-10,1,3,0,0,4,1,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"369","ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 33 22 24",4,0,1,29,0,0,-13,0,0,0,0,0,1,"nyu2","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"370","ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE","23 4 33 10 24",4,3,2,96,2,0,-13,0,1,0,1,4,1,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"371","BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, TIMKO,NICOLE","15 4 22 10 24",3,3,3,97,6,0,-15,0,1,0,1,2,2,"nyu2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"372","BANEY,PAYTON, PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, TIMKO,NICOLE","15 11 22 10 24",3,2,3,92,3,5,-21,1,3,2,2,3,2,"nyu2","BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"373","BANEY,PAYTON, PROUTY,ANNA, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE","15 11 33 10 24",3,3,1,80,1,2,-19,0,2,0,2,3,2,"nyu2","BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"374","ARIAS,AVA, PROUTY,ANNA, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE","23 11 33 10 24",4,1,2,75,3,3,-18,1,1,0,0,2,2,"nyu2","ARIAS,AVA CHINTALA,ANISHA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"375","ARIAS,AVA, PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE","23 11 22 10 5",4,4,3,142,8,2,-18,1,3,0,1,3,2,"nyu2","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"376","ARIAS,AVA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE","23 15 22 4 5",3,2,3,79,2,3,-24,0,1,1,1,1,2,"nyu2","ARIAS,AVA BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"377","ARIAS,AVA, NAMBISAN,ISHA, LAFOND,LIV, GIBBS,SAVANNAH, CHINTALA,ANISHA","23 33 43 4 10",3,1,1,35,0,0,-23,0,1,0,1,1,2,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV NAMBISAN,ISHA"
"378","BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","15 33 22 4 10",3,8,8,225,4,8,-23,1,5,2,3,6,3,"nyu2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"379","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","23 33 22 4 10",4,3,4,84,3,4,-19,1,2,2,3,3,3,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"380","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","23 33 22 4 24",4,1,1,31,0,0,-18,0,0,0,1,1,3,"nyu2","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"381","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE","23 33 22 15 24",4,5,5,209,5,12,-18,2,4,2,2,5,3,"nyu2","ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"382","CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE","10 33 4 15 24",3,2,1,51,5,0,-11,0,0,0,0,0,3,"nyu2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"383","CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE","10 33 4 15 22",3,1,3,111,2,2,-16,0,4,0,2,3,4,"nyu2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"384","CHINTALA,ANISHA, TIMKO,NICOLE, GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE","10 24 4 15 22",3,1,1,34,2,0,-16,0,1,0,0,1,4,"nyu2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"385","CHINTALA,ANISHA, TIMKO,NICOLE, PROUTY,ANNA, BANEY,PAYTON, OR,CATHERINE","10 24 11 15 22",3,3,2,107,0,0,-18,0,3,0,4,7,4,"nyu2","BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"386","NAMBISAN,ISHA, TIMKO,NICOLE, PROUTY,ANNA, BANEY,PAYTON, OR,CATHERINE","33 24 11 15 22",3,3,3,75,7,2,-18,0,2,0,2,2,4,"nyu2","BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"387","LAFOND,LIV, CHINTALA,ANISHA, PROUTY,ANNA, KATZ,JUSTINE, HEYER,ALLIE","43 10 11 2 5",3,7,7,273,10,2,-23,0,3,2,2,6,4,"nyu2","CHINTALA,ANISHA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV PROUTY,ANNA"
"388","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 10 22 23 33",4,6,7,193,4,2,0,0,3,2,3,4,1,"oberlin","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"389","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","15 10 22 24 33",4,1,1,45,0,0,-2,1,2,0,1,3,1,"oberlin","BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"390","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","4 10 22 24 33",4,5,5,143,2,11,-2,1,3,4,0,3,1,"oberlin","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"391","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","4 5 22 24 33",4,2,2,68,0,2,7,0,1,1,0,3,1,"oberlin","GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"392","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, TIMKO,NICOLE, NAMBISAN,ISHA","4 5 10 24 33",4,3,3,68,3,4,9,0,1,2,2,2,1,"oberlin","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA TIMKO,NICOLE"
"393","LIGOTTI,PIPER, HEYER,ALLIE, CHINTALA,ANISHA, TIMKO,NICOLE, BANEY,PAYTON","3 5 10 24 15",4,4,3,83,2,4,10,0,2,4,3,4,1,"oberlin","BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER TIMKO,NICOLE"
"394","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE, BANEY,PAYTON","3 5 22 24 15",4,6,5,149,4,9,12,1,5,0,3,5,2,"oberlin","BANEY,PAYTON HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"395","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, NAMBISAN,ISHA, CHINTALA,ANISHA","3 4 22 33 10",4,2,2,62,0,2,17,0,1,0,0,0,2,"oberlin","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"396","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, NAMBISAN,ISHA, CHINTALA,ANISHA","23 4 22 33 10",4,3,3,124,0,0,19,1,3,0,2,4,2,"oberlin","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"397","ARIAS,AVA, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA, CHINTALA,ANISHA","23 43 22 33 10",4,1,1,43,0,0,19,1,2,0,2,3,2,"oberlin","ARIAS,AVA CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE"
"398","ARIAS,AVA, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","23 43 22 33 24",4,0,1,18,0,0,19,0,0,0,0,0,2,"oberlin","ARIAS,AVA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"399","BANEY,PAYTON, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","15 43 22 33 24",3,4,3,96,6,0,19,0,2,0,2,4,2,"oberlin","BANEY,PAYTON LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"400","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","15 10 22 33 24",4,4,5,108,3,8,13,4,5,1,0,3,2,"oberlin","BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
